"type","x","y","z","vx","vy","vz","fx","fy","fz","omegax","omegay","omegaz","radius"
1,-0.342596,-0.32886,0.0499929,4.54E-07,-1.23E-05,-1.14E-05,7.84E-05,6.32E-05,-4.20E-05,0.000134637,-6.50E-05,2.46E-05,0.02
1,-0.299249,-0.311355,0.0663183,-3.98E-06,-1.66E-05,-1.36E-05,0.000108616,8.35E-05,-3.73E-05,0.000153899,-0.00011636,-7.08E-05,0.02
1,-0.0662061,-0.326246,0.0576273,-3.31E-06,-1.64E-06,-4.08E-06,-9.65E-05,-2.64E-05,-3.09E-05,-0.000159434,-6.75E-05,6.01E-06,0.02
1,0.0143949,-0.310283,0.0587338,-6.76E-06,-1.17E-05,-5.72E-06,-9.04E-05,-0.000177573,6.29E-06,5.60E-05,-0.000109915,1.02E-05,0.02
1,0.0496532,-0.331188,0.0778989,-7.65E-06,-1.48E-05,-8.65E-06,-8.14E-05,-0.000223135,-1.07E-05,0.000191025,-2.79E-05,0.000120011,0.02
1,0.0796817,-0.310311,0.0535952,-3.99E-06,-7.32E-06,-5.19E-06,-5.01E-05,-0.000131952,-7.97E-06,-1.53E-05,-5.65E-05,5.76E-05,0.02
1,0.326657,-0.314978,0.0672715,-6.15E-06,-1.33E-06,-4.13E-06,-4.18E-05,-7.63E-05,1.61E-05,4.47E-05,-8.67E-05,9.78E-06,0.02
1,0.882582,-0.310893,0.0580605,-7.09E-06,-6.59E-06,-3.35E-06,-0.000114386,-8.94E-05,-3.76E-05,0.000152084,-0.000113673,-2.47E-05,0.02
1,-1.00379,-0.304524,0.0565219,1.28E-05,9.01E-06,-7.64E-06,-7.02E-05,2.54E-05,5.79E-05,0.000125048,0.000160973,0.000406599,0.02
1,-0.667792,-0.287908,0.0756597,3.74E-06,-9.74E-07,-3.98E-06,7.14E-05,7.73E-05,4.93E-05,-4.60E-05,7.37E-05,6.11E-06,0.02
1,-0.446861,-0.289836,0.052627,-1.12E-06,-8.84E-06,-5.80E-06,9.04E-05,5.02E-05,-5.19E-06,0.00012262,7.81E-05,-0.000157642,0.02
1,0.110392,-0.285284,0.0768709,-6.58E-06,-1.37E-05,-7.62E-06,-6.73E-05,-0.000257878,-9.53E-06,0.000164549,-0.000100049,8.75E-05,0.02
1,0.159007,-0.282604,0.065764,-4.34E-06,-6.88E-06,-4.35E-06,-4.30E-05,-0.000181004,4.47E-07,8.84E-05,-5.04E-05,0.000115104,0.02
1,0.274923,-0.302241,0.0679977,-6.72E-06,-2.29E-06,-4.92E-06,-3.40E-05,-0.000108447,-6.41E-06,7.60E-05,-4.88E-05,-3.93E-06,0.02
1,0.349501,-0.279927,0.0573516,-8.09E-06,-1.02E-06,-4.81E-06,-2.83E-05,-7.78E-05,4.09E-05,1.29E-06,-0.000192108,-2.32E-06,0.02
1,0.742173,-0.2807,0.0589737,-2.54E-06,-9.62E-07,-8.26E-07,3.10E-05,-0.000114867,1.82E-05,-1.75E-05,-2.28E-06,2.08E-05,0.02
1,1.31036,-0.29781,0.0559778,-6.67E-06,2.49E-08,2.61E-06,-7.04E-05,4.50E-05,1.06E-05,3.31E-05,-7.24E-05,7.21E-05,0.02
1,-1.14213,-0.25616,0.0739823,1.12E-06,-2.09E-06,-3.78E-07,-8.42E-05,3.52E-05,-2.95E-05,2.40E-05,2.53E-05,5.13E-07,0.02
1,-1.06431,-0.263046,0.0769918,3.13E-06,-7.76E-07,-3.39E-06,-0.000102271,9.01E-05,-5.26E-05,-3.96E-05,3.34E-05,4.84E-05,0.02
1,-0.968644,-0.253449,0.0685947,1.95E-06,4.37E-07,-3.79E-06,-9.83E-05,5.23E-05,8.23E-05,6.76E-05,3.75E-05,1.52E-05,0.02
1,-0.927265,-0.253666,0.0594772,7.10E-07,2.57E-07,-1.59E-06,-9.63E-05,8.26E-06,4.95E-05,-4.96E-06,3.37E-05,4.96E-05,0.02
1,-0.412443,-0.270325,0.0675029,2.15E-08,-1.27E-05,-6.90E-06,0.000115036,6.87E-05,-2.90E-05,-1.01E-05,0.000205547,-0.000262899,0.02
1,-0.377987,-0.241499,0.0578096,-8.79E-07,-1.48E-05,-1.04E-05,0.000117074,6.76E-05,-2.06E-05,0.000124573,9.43E-05,-7.83E-05,0.02
1,-0.32931,-0.246066,0.0557691,-7.01E-07,-1.48E-05,-1.11E-05,0.000101676,5.67E-05,-2.25E-05,9.00E-05,-0.000183505,4.58E-05,0.02
1,-0.223381,-0.272246,0.074258,-4.11E-06,-1.78E-05,-1.45E-05,3.10E-05,0.000122998,-1.55E-05,0.000218514,-0.000135156,-9.09E-05,0.02
1,-0.187194,-0.256635,0.0676698,-4.68E-06,-1.36E-05,-1.03E-05,3.22E-07,9.71E-05,-7.14E-06,9.68E-05,-5.11E-05,3.56E-05,0.02
1,-0.120214,-0.263673,0.0579887,-5.21E-06,-1.18E-05,-9.62E-06,-1.95E-05,3.96E-05,-1.28E-05,0.000282261,-2.25E-05,-0.000101516,0.02
1,0.077133,-0.270489,0.0546007,-5.20E-06,-9.97E-06,-5.08E-06,-7.76E-05,-0.000174949,-1.70E-06,0.000184902,-8.54E-05,3.53E-07,0.02
1,0.306883,-0.262211,0.0709518,-8.75E-06,-2.77E-06,-4.05E-06,-4.57E-05,-7.63E-05,3.04E-05,2.82E-05,-4.98E-05,-2.58E-05,0.02
1,0.366946,-0.248353,0.0741548,-1.08E-05,-3.93E-06,-5.34E-06,-4.64E-05,-9.44E-05,6.89E-05,-2.32E-06,-5.87E-05,-7.08E-05,0.02
1,0.46008,-0.267372,0.0738902,-1.38E-05,-9.84E-06,-6.47E-06,1.01E-06,4.91E-05,-5.06E-05,0.000141402,-0.000117132,-0.000118107,0.02
1,0.669563,-0.247478,0.0697827,-8.32E-06,-6.96E-06,-5.60E-06,-0.000124495,-0.000199944,1.23E-05,8.01E-05,-0.000166801,-1.34E-05,0.02
1,0.698695,-0.272242,0.0583191,-7.33E-06,-6.13E-06,-3.16E-06,-8.03E-05,-0.000158137,6.88E-05,0.00012088,-0.00019266,-2.99E-05,0.02
1,-1.07016,-0.235844,0.0484656,5.82E-07,-1.33E-06,-1.97E-06,-6.40E-05,7.42E-05,-7.79E-06,2.15E-05,3.05E-05,3.14E-05,0.02
1,-0.965762,-0.217172,0.0520806,-1.17E-07,-7.66E-07,-1.61E-06,-0.000116767,5.15E-05,6.32E-05,1.85E-05,2.72E-06,3.44E-05,0.02
1,-0.905703,-0.223276,0.0740091,8.86E-08,8.73E-07,-2.97E-06,-0.00014974,3.80E-05,0.00012934,-1.14E-05,3.22E-05,5.43E-06,0.02
1,-0.869157,-0.239235,0.0752471,1.05E-06,2.18E-06,-5.70E-06,-0.000128287,4.67E-05,0.000160249,-6.42E-07,9.91E-05,9.17E-05,0.02
1,-0.789189,-0.213617,0.0544571,1.58E-06,1.85E-06,-2.97E-06,-0.000122007,-1.39E-05,3.76E-06,8.95E-05,-2.31E-05,-3.73E-05,0.02
1,-0.518411,-0.218991,0.0705288,2.82E-06,-7.61E-06,-8.66E-06,0.000160166,5.09E-05,-3.95E-05,0.000230993,9.08E-05,-2.13E-05,0.02
1,-0.461987,-0.211961,0.0536451,1.42E-06,-8.12E-06,-7.86E-06,0.00012312,7.00E-05,3.42E-07,2.31E-05,-0.000132672,-3.47E-05,0.02
1,-0.413206,-0.227379,0.0701704,1.34E-06,-1.44E-05,-9.34E-06,0.000126037,5.68E-05,-1.60E-05,0.000140945,3.05E-05,-7.25E-05,0.02
1,0.218739,-0.214317,0.0631976,3.41E-07,1.18E-06,8.79E-09,-1.11E-06,-0.000127021,1.68E-05,-3.90E-05,1.84E-05,0.000139394,0.02
1,0.374428,-0.212771,0.0578419,-4.53E-06,-6.04E-06,-4.42E-06,-4.08E-05,-8.29E-05,6.30E-05,-1.67E-05,-0.000204161,-9.44E-05,0.02
1,1.10817,-0.213948,0.0784088,-1.53E-05,-9.97E-06,-1.10E-06,-5.87E-05,0.000113757,-0.000172102,0.00016867,-0.000304698,-4.84E-05,0.02
1,-1.1916,-0.179707,0.0535035,8.38E-07,-1.34E-06,5.22E-07,-9.55E-05,4.89E-05,6.60E-06,1.24E-05,-4.37E-06,-1.07E-05,0.02
1,-0.899121,-0.183876,0.0670291,-2.98E-06,-1.26E-06,-2.18E-07,-0.000114936,3.85E-05,0.000126842,2.38E-05,-3.12E-05,2.13E-05,0.02
1,-0.805215,-0.181415,0.0724834,-1.87E-06,1.57E-06,-4.62E-06,-8.63E-05,2.88E-05,0.000155833,3.80E-05,-7.54E-06,0.000106501,0.02
1,-0.283619,-0.201054,0.0779381,1.33E-06,-1.70E-05,-1.33E-05,9.18E-05,9.57E-05,1.02E-05,3.93E-05,-1.46E-06,-2.81E-05,0.02
1,-0.0963018,-0.17864,0.0582864,3.31E-06,-1.38E-05,1.98E-06,-0.000469645,0.000451753,-0.00019465,0.00044812,0.000196279,-0.000324463,0.02
1,-0.0148087,-0.180234,0.0566858,-5.21E-06,-1.10E-05,-5.07E-06,-6.42E-05,-0.000127328,-1.06E-05,0.000204308,-0.000127176,-1.17E-06,0.02
1,0.98049,-0.195647,0.0525881,-1.13E-05,-3.20E-06,-5.49E-06,-7.53E-05,-6.42E-05,-1.46E-05,-0.000153221,-0.000105354,2.91E-06,0.02
1,-1.16283,-0.158596,0.0715523,9.60E-07,-1.71E-06,6.52E-07,-0.000138826,5.84E-05,2.16E-05,-5.93E-06,1.62E-05,3.83E-06,0.02
1,-1.11887,-0.154357,0.0630098,2.23E-07,-2.61E-06,9.55E-07,-0.000197255,3.56E-05,5.75E-05,1.98E-05,-5.18E-06,-6.02E-06,0.02
1,-1.01888,-0.16861,0.0665784,-2.03E-06,-3.74E-06,1.49E-07,-0.00017587,0.000144561,0.000111565,4.11E-05,-2.08E-05,5.93E-06,0.02
1,-0.696171,-0.168664,0.0493481,1.59E-06,4.78E-07,-3.46E-06,-2.88E-05,1.51E-05,6.04E-05,8.00E-05,2.86E-05,2.11E-05,0.02
1,-0.567839,-0.170177,0.0561697,4.93E-06,-4.38E-06,-4.39E-06,5.46E-05,4.91E-05,-7.87E-07,8.49E-05,0.000171931,-0.000140902,0.02
1,-0.506331,-0.175581,0.0704662,2.95E-06,-6.65E-06,-8.80E-06,0.000150042,6.28E-05,3.71E-05,5.89E-05,0.000119886,-0.000111794,0.02
1,-0.300454,-0.165607,0.0579411,2.13E-06,-1.18E-05,-7.65E-06,5.29E-05,5.10E-05,-1.83E-07,6.86E-05,-5.20E-05,-3.64E-06,0.02
1,0.0354676,-0.145419,0.0671033,1.94E-06,-4.10E-05,1.37E-07,2.72E-05,-0.000471274,4.24E-05,0.000792452,5.99E-05,2.41E-05,0.02
1,0.148238,-0.160279,0.0685115,1.40E-06,-1.52E-05,-1.78E-06,1.09E-05,-0.00024892,1.40E-06,0.000119334,-4.48E-05,-0.000108047,0.02
1,0.188027,-0.158196,0.066465,1.49E-06,-9.68E-06,-2.31E-07,-2.71E-05,-0.000236169,1.35E-05,9.38E-05,-0.000169907,0.000223047,0.02
1,0.237369,-0.154825,0.0690036,5.27E-06,8.46E-06,6.88E-06,-0.000109614,-0.000179316,5.17E-05,0.000100177,-0.000108966,0.000661329,0.02
1,0.307835,-0.14552,0.0728686,-4.17E-05,-2.28E-05,-2.35E-05,0.000680497,0.000237588,0.000348282,-0.00313934,9.61E-05,0.00594211,0.02
1,0.381401,-0.159831,0.0709169,8.99E-06,-1.20E-05,2.03E-05,3.77E-05,-0.00018192,0.000106787,0.00253385,-0.000236795,-0.00332869,0.02
1,0.451095,-0.172769,0.0586811,-5.29E-06,-4.44E-06,-2.16E-06,-2.73E-05,-5.99E-05,6.48E-05,0.000102398,-7.20E-05,-9.32E-05,0.02
1,0.607564,-0.15004,0.0574317,-6.58E-06,-1.01E-05,-5.00E-06,-0.000101629,-0.000113607,-1.61E-05,-4.61E-05,2.46E-05,9.21E-05,0.02
1,0.871564,-0.154104,0.071111,-1.26E-05,-8.14E-06,-3.66E-07,-0.000168868,-9.37E-05,-4.36E-05,0.000205743,-0.000201394,5.01E-05,0.02
1,-0.93545,-0.133993,0.0671813,-4.65E-06,-3.21E-06,-8.11E-07,-0.000117306,5.08E-05,7.81E-05,7.44E-05,-5.45E-05,3.97E-05,0.02
1,-0.835159,-0.131882,0.0732396,-4.09E-06,-1.38E-06,-1.14E-06,-5.97E-05,2.70E-05,0.000122061,1.11E-05,-5.12E-07,-3.67E-05,0.02
1,-0.796265,-0.140264,0.0767194,-3.44E-06,-2.41E-06,-3.44E-06,-6.24E-05,4.68E-05,0.000141502,2.22E-05,2.61E-05,9.03E-06,0.02
1,-0.696288,-0.114662,0.0539822,-1.26E-06,-2.51E-07,-3.30E-06,-9.05E-07,-2.07E-05,4.82E-05,9.67E-06,-5.51E-05,1.46E-05,0.02
1,-0.659924,-0.131481,0.0506186,3.11E-06,-2.19E-06,-1.86E-06,3.72E-05,1.37E-05,2.70E-05,-3.24E-05,0.000133382,-6.29E-05,0.02
1,-0.594197,-0.135428,0.056866,3.54E-05,3.89E-05,1.85E-06,-0.000240775,-0.000367344,-3.09E-05,-0.00261339,0.00156059,0.00233637,0.02
1,-0.353972,-0.11997,0.0479636,3.15E-06,-7.64E-06,-4.80E-06,6.08E-05,1.60E-05,-2.65E-06,2.25E-05,1.58E-05,4.15E-05,0.02
1,-0.259191,-0.132185,0.0580896,1.75E-06,-1.31E-05,-1.07E-05,8.75E-05,-4.90E-07,-0.000156201,0.000179802,0.000117097,7.66E-05,0.02
1,0.0731265,-0.123139,0.0781689,0.000391841,-0.0012591,-5.51E-07,0.00352396,-0.0113944,1.56E-05,0.104829,0.034133,-0.20707,0.02
1,0.235257,-0.118845,0.0520079,9.74E-06,1.13E-05,-1.05E-06,-0.00020033,-0.000318148,0.000114909,-0.000492681,-0.00062614,-0.000964709,0.02
1,0.274088,-0.134536,0.0544833,-0.000461118,-0.00227445,-0.000588827,0.00523461,0.0246162,0.00637287,0.178849,-0.090497,0.21239,0.02
1,0.350516,-0.133111,0.0642336,2.00E-05,1.15E-05,-2.82E-05,0.000254812,8.01E-05,-0.000222218,-0.00158601,0.00213097,0.000660791,0.02
1,0.441646,-0.120367,0.0771743,-5.07E-06,-6.87E-06,-3.54E-06,1.66E-05,-8.66E-05,0.000116292,0.000206524,1.71E-05,-4.09E-05,0.02
1,1.11985,-0.125138,0.0766092,-7.77E-06,-8.95E-06,6.45E-07,-7.76E-05,0.000131195,-0.000206311,0.000255092,-0.000206015,1.38E-05,0.02
1,-0.626078,-0.111302,0.0572065,4.19E-06,-3.74E-06,-6.30E-06,4.84E-05,2.95E-05,2.63E-05,4.04E-05,7.19E-05,7.49E-05,0.02
1,-0.591707,-0.0955064,0.0690089,5.33E-06,-7.44E-06,-5.94E-06,9.83E-05,4.68E-05,2.90E-05,0.000191949,6.71E-05,-0.000111701,0.02
1,-0.347333,-0.081579,0.056903,3.74E-06,-8.05E-06,-7.06E-06,8.37E-05,1.88E-05,5.40E-05,2.23E-05,3.48E-05,4.06E-05,0.02
1,0.014726,-0.0858522,0.068225,3.32E-07,-1.95E-05,-9.79E-06,6.39E-05,-0.000236365,-6.17E-05,3.17E-05,-0.000106205,-0.000381903,0.02
1,0.0524186,-0.094748,0.0587777,1.49E-07,-5.87E-05,6.44E-06,4.41E-05,-0.000619552,9.06E-05,-0.00108966,-0.000537724,-0.00123462,0.02
1,0.256601,-0.0983511,0.0786171,-9.44E-06,-1.57E-05,1.25E-05,-4.71E-05,-0.000332187,0.000130259,4.36E-05,-0.000674939,-0.000390829,0.02
1,0.288581,-0.0886667,0.0570522,-8.88E-06,-2.82E-05,4.36E-05,-4.44E-06,-0.000292169,0.000129705,0.00141016,-0.000500052,-0.000332007,0.02
1,0.445705,-0.0885594,0.0537283,-6.72E-06,-2.15E-06,-1.35E-06,4.22E-05,-4.36E-05,9.10E-05,-4.13E-05,1.08E-05,2.69E-05,0.02
1,0.509496,-0.0955002,0.0738861,2.58E-07,-1.12E-05,-2.27E-07,2.95E-05,-7.39E-05,5.74E-05,0.000317744,0.000131696,0.000137589,0.02
1,0.91196,-0.0881847,0.054042,-1.14E-05,-7.62E-06,7.49E-08,-0.00013418,-7.72E-05,-3.06E-05,0.00012564,-0.000162115,0.000177322,0.02
1,0.949917,-0.0938176,0.0685799,-1.49E-05,-9.07E-06,-8.22E-06,-0.00010388,-9.63E-05,-0.00012061,2.36E-06,-0.000235419,1.86E-05,0.02
1,0.98412,-0.0978723,0.0484084,-9.60E-06,-5.78E-06,-2.72E-06,-8.59E-05,-5.29E-05,-0.000109696,0.000158039,-9.06E-05,-2.36E-05,0.02
1,1.39443,-0.0865858,0.0590344,3.80E-06,-1.34E-05,3.57E-07,-0.000232508,0.0011895,-2.15E-05,0.000364606,9.37E-05,-0.000108901,0.02
1,-1.10422,-0.0576553,0.0691432,-2.87E-06,-2.56E-06,3.69E-07,-0.000228126,3.56E-05,8.91E-05,2.81E-05,-1.46E-05,-3.84E-05,0.02
1,-0.927554,-0.0721057,0.0593372,-5.96E-06,-3.75E-06,2.25E-06,-0.000140579,5.21E-05,0.000112368,5.65E-05,-8.23E-05,7.44E-06,0.02
1,-0.893803,-0.0545067,0.0473256,-5.92E-06,-3.32E-06,2.11E-06,-8.93E-05,4.26E-06,0.000111918,9.15E-06,-1.70E-05,-1.87E-05,0.02
1,-0.621041,-0.070895,0.0561002,1.39E-06,-7.14E-06,-7.28E-06,4.82E-05,2.20E-05,2.24E-05,7.65E-05,2.35E-05,-2.17E-06,0.02
1,-0.42226,-0.0535526,0.0588594,4.15E-06,-7.63E-06,-5.51E-06,7.88E-05,-6.61E-06,2.53E-05,0.00016348,0.000156059,-6.45E-05,0.02
1,-0.269853,-0.0715303,0.0620685,4.99E-07,-9.80E-06,-8.52E-06,1.97E-05,7.34E-05,-0.000120171,1.06E-05,-4.99E-05,3.30E-05,0.02
1,-0.0127574,-0.0595568,0.0562315,1.37E-06,-1.30E-05,-6.23E-06,8.53E-05,-0.00013421,-2.28E-05,0.000206106,4.62E-05,-2.43E-06,0.02
1,0.225779,-0.077841,0.0584181,-1.06E-05,-1.80E-05,8.06E-06,7.75E-05,-0.000210894,0.000116903,0.000282719,9.60E-06,-8.45E-05,0.02
1,0.260901,-0.0593015,0.0560482,-1.30E-05,-3.09E-05,2.35E-05,0.000131725,-0.000204033,0.000101332,-0.000399717,-0.000968288,-0.000409632,0.02
1,0.756284,-0.0593182,0.0527798,-1.10E-05,-8.70E-06,-1.09E-06,-0.000144539,-0.000126941,3.05E-05,-1.90E-05,-2.71E-05,-1.35E-05,0.02
1,0.956645,-0.0607031,0.0476033,-9.19E-06,-5.94E-06,-2.65E-06,-5.55E-05,-9.98E-05,-7.21E-05,0.000104198,-0.000134878,5.04E-06,0.02
1,1.05853,-0.053964,0.0549277,-6.40E-06,-6.72E-06,1.31E-06,-7.34E-05,0.000104135,-0.000232113,0.000122811,-3.17E-05,-6.07E-05,0.02
1,-1.32191,-0.0390597,0.0553614,5.37E-07,-5.22E-07,1.81E-09,-5.40E-05,1.92E-05,-1.43E-05,-1.16E-05,1.29E-05,8.53E-06,0.02
1,-1.18728,-0.0281272,0.0503036,-6.87E-06,-9.40E-06,-3.39E-06,0.00179669,0.00222086,0.00098095,0.00114453,-0.00187239,0.00197802,0.02
1,-1.07052,-0.0308365,0.0592679,-8.20E-05,-4.44E-05,-8.70E-07,-0.000590613,-2.79E-05,0.000117642,0.00040153,-0.00228246,0.0141117,0.02
1,-0.887597,-0.0255102,0.0745806,-8.93E-06,-5.19E-06,3.64E-06,-0.000124321,1.32E-05,0.000112983,-2.63E-05,1.71E-05,-2.26E-05,0.02
1,-0.857767,-0.0347896,0.0497477,-7.43E-06,-4.44E-06,1.67E-06,-8.17E-05,-3.04E-05,9.20E-05,3.48E-05,-3.86E-05,-1.20E-05,0.02
1,-0.827745,-0.0375623,0.0755452,-7.44E-06,-7.63E-06,-7.36E-07,-6.47E-05,-6.31E-05,9.07E-05,0.000169613,7.46E-05,-2.84E-06,0.02
1,-0.646043,-0.0192924,0.0617018,8.68E-07,-9.52E-06,-2.74E-06,3.72E-05,-7.85E-06,2.65E-05,0.000117802,8.54E-05,-1.30E-05,0.02
1,-0.506248,-0.0417876,0.0611013,3.14E-06,-6.68E-06,-5.53E-06,4.93E-05,3.72E-05,1.85E-05,0.00010537,2.36E-05,9.96E-06,0.02
1,-0.264015,-0.0324831,0.0663397,5.69E-07,-9.52E-06,-1.07E-05,5.28E-05,2.27E-05,0.000250015,6.42E-05,4.20E-05,-3.01E-05,0.02
1,0.0659645,-0.0351387,0.0577202,-2.70E-07,-1.98E-05,-3.60E-06,0.000100088,-0.000221716,-2.69E-05,0.000250314,2.87E-06,-0.000205843,0.02
1,0.137665,-0.0442675,0.0662644,-2.35E-06,-1.35E-05,-2.75E-06,0.000109754,-0.000170798,-1.85E-05,1.81E-05,-7.79E-07,9.21E-05,0.02
1,0.32884,-0.0163836,0.0693398,-1.58E-05,-7.68E-06,-1.58E-05,0.000156869,-9.01E-05,7.50E-05,0.000293334,-0.000460701,6.40E-05,0.02
1,0.919476,-0.045327,0.0565582,-1.49E-05,-1.01E-05,-1.11E-06,-0.000172341,-0.000112682,-6.65E-05,3.71E-05,-0.000212698,4.09E-05,0.02
1,-1.22825,-0.0138671,0.0512106,-1.94E-06,-2.28E-06,-1.29E-06,-0.000164359,0.000110752,4.88E-05,3.60E-05,-2.65E-05,-5.81E-07,0.02
1,0.0519365,0.00860954,0.0592083,-1.59E-06,-1.30E-05,-3.28E-06,0.000151968,-0.000162719,-3.35E-06,0.000274898,-1.31E-05,-0.000119858,0.02
1,0.165649,0.00934169,0.0700628,-5.90E-06,-1.09E-05,-2.25E-06,0.00016448,-0.000151527,-1.31E-05,1.97E-05,8.41E-05,9.80E-05,0.02
1,1.0052,-9.37E-05,0.0675222,-1.08E-05,-5.23E-06,1.42E-06,-0.000149331,-7.77E-05,-1.13E-05,1.61E-05,-5.34E-05,-0.000139869,0.02
1,-1.19417,0.0248416,0.0466221,-2.74E-06,-2.00E-06,6.16E-07,-0.000209347,0.000142084,-8.24E-07,2.68E-05,-9.07E-05,3.13E-05,0.02
1,-1.14482,0.0191594,0.0577625,-5.84E-06,-3.37E-06,-2.81E-06,-1.62E-05,-2.88E-05,6.94E-05,3.28E-05,-3.72E-06,5.14E-05,0.02
1,-0.968062,0.0162097,0.0693418,-8.54E-06,-4.87E-06,1.65E-06,-0.000119518,6.33E-05,7.44E-05,7.11E-05,-0.000112871,8.93E-07,0.02
1,-0.81023,0.0391037,0.0753591,-8.11E-06,-9.40E-06,5.34E-07,-7.69E-05,-8.06E-05,3.79E-05,9.77E-05,2.44E-05,-3.82E-05,0.02
1,-0.510732,0.0351784,0.0472735,2.67E-06,-7.34E-06,-5.79E-06,1.02E-05,2.08E-05,-5.54E-06,0.000220544,0.00011755,1.04E-05,0.02
1,-0.398928,0.0244974,0.0584102,3.42E-06,-6.62E-06,-1.91E-06,2.48E-05,-1.58E-05,1.97E-05,9.94E-05,6.87E-05,-3.85E-05,0.02
1,-0.147476,0.0389405,0.0549118,-1.63E-06,-7.63E-06,-2.87E-06,9.62E-05,-2.26E-05,4.17E-05,0.000189277,-2.88E-05,-2.52E-05,0.02
1,0.00452689,0.0287288,0.0686734,-2.35E-06,-1.49E-05,-6.40E-06,0.000205419,-0.000144339,-5.06E-06,0.000136222,-9.85E-05,8.27E-05,0.02
1,0.0689557,0.0411536,0.0761716,-4.32E-06,-1.57E-05,-4.57E-06,0.000221643,-0.000166628,-1.91E-05,0.000157026,-8.53E-05,-2.95E-05,0.02
1,0.462745,0.0179883,0.0744515,-1.24E-05,4.63E-07,-8.22E-06,0.000166664,2.69E-05,5.37E-05,-0.000211911,0.000667517,0.000190241,0.02
1,0.598311,0.0425979,0.0767092,-1.85E-05,-1.07E-05,-1.36E-06,-5.64E-05,-5.36E-05,2.45E-05,0.00024217,-0.000221509,3.19E-05,0.02
1,0.655224,0.0469648,0.0614148,-1.72E-05,-5.88E-06,-3.28E-06,-0.000102491,-0.000114135,4.73E-06,-0.000164257,-0.000228413,4.94E-06,0.02
1,-1.19183,0.0645551,0.0502016,-4.07E-06,-1.74E-06,2.11E-07,-5.33E-05,0.000131102,-1.73E-05,-1.80E-05,-3.77E-05,1.46E-05,0.02
1,-1.04703,0.0646837,0.0560363,-0.000128023,0.000176083,-4.79E-05,0.00760794,-0.0114002,0.00316375,0.00572673,0.0216762,0.0677233,0.02
1,-0.938036,0.0495861,0.0773278,-1.06E-05,-5.64E-06,6.66E-06,-0.00011805,9.02E-05,8.37E-05,0.000137569,-0.000190302,1.49E-05,0.02
1,-0.848521,0.0631532,0.0724646,-7.43E-06,-8.53E-06,4.68E-07,-7.50E-05,-5.26E-05,-2.64E-06,0.000108605,-8.44E-05,3.18E-05,0.02
1,-0.773827,0.0679471,0.0542131,-5.74E-06,-7.84E-06,-1.64E-06,-6.90E-05,-6.39E-05,1.44E-05,0.000112115,-1.79E-05,-4.48E-05,0.02
1,-0.623977,0.0678681,0.0743331,-5.12E-07,-1.37E-05,-5.64E-06,-4.59E-05,-5.98E-06,-1.51E-06,0.000200551,2.14E-05,4.05E-05,0.02
1,-0.311669,0.0668719,0.0580345,-5.05E-08,-7.42E-06,-3.69E-06,2.20E-05,-5.55E-06,5.62E-05,6.10E-05,4.75E-05,4.63E-05,0.02
1,0.0355536,0.050776,0.0565294,-2.52E-06,-1.17E-05,-3.34E-06,0.000177103,-0.000128824,-5.38E-06,0.000183609,-3.90E-05,2.80E-05,0.02
1,0.337932,0.0741475,0.0525772,-7.54E-06,1.50E-05,-4.61E-06,0.000145323,0.000102305,5.88E-05,-2.37E-05,-5.70E-05,5.67E-05,0.02
1,0.385132,0.0594587,0.060889,-1.29E-05,8.27E-06,-4.03E-06,0.000135793,8.13E-05,7.38E-05,0.000156165,-0.000129625,-0.000100405,0.02
1,0.618779,0.076753,0.0720038,-1.37E-05,-3.89E-06,7.05E-06,-5.36E-05,-5.34E-05,-5.80E-05,5.74E-05,-0.000183149,0.000228417,0.02
1,0.693599,0.0631216,0.0662093,-1.63E-05,-7.24E-06,-1.00E-06,-0.000134907,-0.000116198,7.94E-06,4.59E-06,-5.66E-05,-2.84E-05,0.02
1,0.953767,0.0704674,0.0685863,-1.29E-05,-9.48E-06,-7.62E-07,-0.000196029,-0.00019187,-0.000121928,0.000331963,-7.70E-05,-0.000243164,0.02
1,1.05714,0.0758052,0.0691256,-1.74E-06,-5.35E-06,2.21E-07,-0.000119466,6.54E-05,-0.000124388,4.52E-05,3.15E-05,-2.32E-05,0.02
1,1.44705,0.0740796,0.0542056,7.63E-07,1.74E-07,7.71E-09,1.07E-05,4.18E-06,-1.79E-06,-6.26E-06,3.74E-05,-2.48E-06,0.02
1,-0.859168,0.10119,0.0786284,-9.92E-06,-1.02E-05,3.26E-06,-5.93E-05,-4.89E-05,-4.51E-06,0.000129506,-4.91E-05,4.75E-05,0.02
1,-0.624449,0.107313,0.0677844,-1.12E-06,-1.33E-05,-4.45E-06,-8.12E-05,-7.18E-06,-8.93E-06,5.71E-05,1.22E-05,1.24E-05,0.02
1,-0.427335,0.0977927,0.0536348,2.01E-06,-8.32E-06,-2.80E-06,-4.06E-05,4.23E-05,2.64E-05,0.000148352,5.16E-05,-2.98E-05,0.02
1,-0.351447,0.0955595,0.0604286,9.92E-07,-8.14E-06,-3.13E-06,-2.34E-05,1.42E-05,4.56E-05,0.000117554,2.13E-05,2.45E-05,0.02
1,-0.0977526,0.0875638,0.0577742,-2.01E-06,-1.22E-05,-3.10E-06,0.000176156,-0.000103465,8.78E-06,0.000142323,-8.39E-05,3.79E-06,0.02
